"","sender","recver","value","nodelab2","nodelab1"
"401",238,1870,18.33,"remi sales engg. ltd","bajrang finance ltd"
"402",238,1871,24.17,"remi securities ltd","bajrang finance ltd"
"403",238,2039,2.5,"satya plastic trade pvt ltd","bajrang finance ltd"
"404",238,2216,5.83,"snk viniyog pvt ltd","bajrang finance ltd"
"405",240,1498,2.26,"networth stock broking ltd","bal pharma ltd"
"406",242,9,2.63,"a pratap reddy","balaji amines ltd"
"407",242,11,2.08,"a shakuntala devi","balaji amines ltd"
"408",242,12,3.62,"a srinivas reddy","balaji amines ltd"
"409",242,275,2.45,"bhagyanagar wood plast ltd","balaji amines ltd"
"410",242,277,1.84,"bhagyashree leasing finance ltd","balaji amines ltd"
"411",242,664,1.23,"g hemanth reddy","balaji amines ltd"
"412",242,669,1.39,"g madhumati reddy","balaji amines ltd"
"413",242,674,1.2,"g susheela","balaji amines ltd"
"414",242,1419,2.94,"n kishan reddy","balaji amines ltd"
"415",242,1423,2.06,"n vijaya","balaji amines ltd"
"416",242,1424,2.57,"n vineel reddy","balaji amines ltd"
"417",242,1425,2.34,"n vinitha","balaji amines ltd"
"418",243,13,1.8,"a sumalini reddy","balaji distilleries ltd"
"419",243,662,3.2,"g deepthi","balaji distilleries ltd"
"420",243,1212,1.72,"m geethalatha","balaji distilleries ltd"
"421",243,1213,9.71,"m kiran reddy","balaji distilleries ltd"
"422",243,1218,7.95,"m parvathi","balaji distilleries ltd"
"423",243,1220,9.72,"m raghav","balaji distilleries ltd"
"424",243,1222,2.06,"m snehalatha","balaji distilleries ltd"
"425",243,1223,4.79,"m sreenivasulu reddy","balaji distilleries ltd"
"426",243,1226,1.62,"m vijayakumar reddy","balaji distilleries ltd"
"427",243,1250,2.16,"magunta investments pvt ltd","balaji distilleries ltd"
"428",243,1787,2.16,"raghava investments pvt ltd","balaji distilleries ltd"
"429",243,2294,2.16,"star investments pvt ltd","balaji distilleries ltd"
"430",244,13,1.05,"a sumalini reddy","balaji hotels enterprises ltd"
"431",244,662,1.95,"g deepthi","balaji hotels enterprises ltd"
"432",244,1212,1.09,"m geethalatha","balaji hotels enterprises ltd"
"433",244,1213,1.93,"m kiran reddy","balaji hotels enterprises ltd"
"434",244,1218,6.59,"m parvathi","balaji hotels enterprises ltd"
"435",244,1220,5.84,"m raghav","balaji hotels enterprises ltd"
"436",244,1222,1.75,"m snehalatha","balaji hotels enterprises ltd"
"437",244,1223,1.24,"m sreenivasulu reddy","balaji hotels enterprises ltd"
"438",244,1250,4.92,"magunta investments pvt ltd","balaji hotels enterprises ltd"
"439",244,1787,1.3,"raghava investments pvt ltd","balaji hotels enterprises ltd"
"440",244,2294,4.8,"star investments pvt ltd","balaji hotels enterprises ltd"
"441",244,2611,4.94,"venkatadri investments pvt ltd","balaji hotels enterprises ltd"
"442",245,1212,2.77,"m geethalatha","balaji industrial corpn. ltd"
"443",245,1213,6.3,"m kiran reddy","balaji industrial corpn. ltd"
"444",245,1218,10.45,"m parvathi","balaji industrial corpn. ltd"
"445",245,1220,1.56,"m raghav","balaji industrial corpn. ltd"
"446",245,1222,3.84,"m snehalatha","balaji industrial corpn. ltd"
"447",245,1223,1.57,"m sreenivasulu reddy","balaji industrial corpn. ltd"
"448",245,1787,2.07,"raghava investments pvt ltd","balaji industrial corpn. ltd"
"449",245,2611,2.24,"venkatadri investments pvt ltd","balaji industrial corpn. ltd"
"450",246,1619,4.51,"panther finacap management services ltd","balaji telefilms ltd"
"451",248,247,40.12,"balmer lawrie co ltd","balmer lawrie-van leer ltd"
"452",248,798,5.77,"harshadray pvt ltd","balmer lawrie-van leer ltd"
"453",253,144,1.8,"arctic drinks pvt ltd","bank of rajasthan ltd"
"454",253,294,1.86,"bhavana tayal","bank of rajasthan ltd"
"455",253,362,1.06,"c a process industries pvt ltd","bank of rajasthan ltd"
"456",253,503,1.36,"devyani foods ltd","bank of rajasthan ltd"
"457",253,522,1.24,"dhirendra shukla","bank of rajasthan ltd"
"458",253,1031,1.86,"jyotika tayal","bank of rajasthan ltd"
"459",253,1142,4.65,"ksl industries ltd","bank of rajasthan ltd"
"460",253,1476,4.34,"navin kumar tayal","bank of rajasthan ltd"
"461",253,1702,1.69,"prashant ghanekar","bank of rajasthan ltd"
"462",253,1707,4.87,"pravin kumar tayal","bank of rajasthan ltd"
"463",253,1815,1.18,"rajputana stores pvt ltd","bank of rajasthan ltd"
"464",253,1891,1.52,"rohit gupta","bank of rajasthan ltd"
"465",253,1979,3.63,"sahara india financial corporation ltd","bank of rajasthan ltd"
"466",253,2015,4.37,"sanjay kumar tayal","bank of rajasthan ltd"
"467",253,2045,1.3,"saurabh tayal","bank of rajasthan ltd"
"468",253,2320,1.07,"sudarshan kulkarni","bank of rajasthan ltd"
"469",253,2594,4.73,"vandana tayal","bank of rajasthan ltd"
"470",253,2615,1.65,"vibhu drinks pvt ltd","bank of rajasthan ltd"
"471",254,32,2.12,"aditya international ltd","bannari amman sugars ltd"
"472",254,117,2.3,"annamallai enterprises pvt ltd","bannari amman sugars ltd"
"473",254,1567,2.45,"optimum securities pvt ltd","bannari amman sugars ltd"
"474",254,2105,3.37,"shankar resources pvt ltd","bannari amman sugars ltd"
"475",255,1974,4.84,"sagar housing development finance pvt ltd","barasia holding trading co. ltd"
"476",259,897,1.55,"indian syntans investments pvt ltd","bayer cropscience india ltd [merged]"
"477",259,1338,1.11,"meenakshi narayanan investments pvt ltd","bayer cropscience india ltd [merged]"
"478",259,2548,6.6,"united breweries (holdings) ltd","bayer cropscience india ltd [merged]"
"479",259,2549,4.31,"united breweries ltd","bayer cropscience india ltd [merged]"
"480",260,897,6.95,"indian syntans investments pvt ltd","bayer cropscience ltd"
"481",260,1338,2.91,"meenakshi narayanan investments pvt ltd","bayer cropscience ltd"
"482",262,820,1.3,"high value traders pvt ltd","bell ceramics ltd"
"483",262,1341,2.91,"mega resources ltd","bell ceramics ltd"
"484",264,891,22.3,"indian hotels co. ltd","benares hotels ltd"
"485",264,2429,15.93,"taj holdings ltd","benares hotels ltd"
"486",264,2430,4.93,"taj investment finance company ltd","benares hotels ltd"
"487",266,234,1.26,"bajaj auto ltd","bengal tea fabrics ltd"
"488",273,408,7.4,"chand kanwar","bhagyanagar india ltd"
"489",273,500,8.61,"devendra surana","bhagyanagar india ltd"
"490",273,670,6.67,"g mangilal surana","bhagyanagar india ltd"
"491",273,834,1.8,"hinduja tmt ltd","bhagyanagar india ltd"
"492",273,1292,8.26,"manish surana","bhagyanagar india ltd"
"493",273,1449,6.87,"namrata surana","bhagyanagar india ltd"
"494",273,1455,9.23,"narender surana","bhagyanagar india ltd"
"495",273,1531,1.05,"nivriti surana","bhagyanagar india ltd"
"496",273,1791,4.23,"rahul surana","bhagyanagar india ltd"
"497",273,2359,5.3,"sunita surana","bhagyanagar india ltd"
"498",275,9,1.1,"a pratap reddy","bhagyanagar wood plast ltd"
"499",275,11,1.27,"a shakuntala devi","bhagyanagar wood plast ltd"
"500",275,12,1.84,"a srinivas reddy","bhagyanagar wood plast ltd"
"501",275,664,3.3,"g hemanth reddy","bhagyanagar wood plast ltd"
"502",275,669,1.64,"g madhumati reddy","bhagyanagar wood plast ltd"
"503",275,674,1.1,"g susheela","bhagyanagar wood plast ltd"
"504",275,1419,3.16,"n kishan reddy","bhagyanagar wood plast ltd"
"505",275,1423,3.64,"n vijaya","bhagyanagar wood plast ltd"
"506",275,1424,5.93,"n vineel reddy","bhagyanagar wood plast ltd"
"507",275,1425,3.92,"n vinitha","bhagyanagar wood plast ltd"
"508",285,213,1.15,"axiom project consultants pvt ltd","bharat forge ltd"
"509",285,401,4.38,"chakrapani investment trades ltd","bharat forge ltd"
"510",285,439,1.67,"cockscomb investment finance pvt ltd","bharat forge ltd"
"511",285,708,5.39,"gladiola investments pvt ltd","bharat forge ltd"
"512",285,978,1.18,"jannhavi investment pvt ltd","bharat forge ltd"
"513",285,1140,4.16,"kritadnya management trading services pvt ltd","bharat forge ltd"
"514",285,1144,1.41,"ktms engineering pvt ltd","bharat forge ltd"
"515",285,1566,2.78,"optimates finvest pvt ltd","bharat forge ltd"
"516",285,1969,1.06,"sadguru investment trading company","bharat forge ltd"
"517",285,2322,1.06,"sudarshan shares stocks pvt ltd","bharat forge ltd"
"518",285,2373,5.04,"surajmukhi investment finance ltd","bharat forge ltd"
"519",286,140,6.5,"apollo tyres ltd","bharat gears ltd"
"520",286,787,1.88,"har sai investments ltd","bharat gears ltd"
"521",288,832,3.75,"hinduja finance corporation ltd","bharat seats ltd"
"522",288,1312,14.81,"maruti udyog ltd","bharat seats ltd"
"523",297,287,24.59,"bharat investments growth ltd","bhilwara spinners ltd"
"524",297,809,4.4,"heg ltd","bhilwara spinners ltd"
"525",297,1199,6.84,"lnj financial services ltd","bhilwara spinners ltd"
"526",297,1301,1.1,"maral overseas ltd","bhilwara spinners ltd"
"527",297,1529,1.1,"nivedan vanijya niyojan ltd","bhilwara spinners ltd"
"528",297,1760,6.73,"purvi vanijya niyojan ltd","bhilwara spinners ltd"
"529",298,2564,7.85,"urmila agarwal","bhoruka aluminium ltd"
"530",302,1556,1.74,"omega capital services ltd","bhoruka steel services ltd"
"531",302,1686,30.76,"prabhu securities ltd","bhoruka steel services ltd"
"532",302,1942,6.45,"s n agarwal","bhoruka steel services ltd"
"533",302,2536,11.61,"uma agarwal","bhoruka steel services ltd"
"534",305,300,6.21,"bhoruka financial service ltd","bhuruka gases ltd"
"535",305,1556,5.71,"omega capital services ltd","bhuruka gases ltd"
"536",305,1686,20.98,"prabhu securities ltd","bhuruka gases ltd"
"537",305,2536,9.2,"uma agarwal","bhuruka gases ltd"
"538",306,1673,1.12,"pnb capital services ltd","bhushan steel strips ltd"
"539",306,2058,1.23,"sbi capital markets ltd","bhushan steel strips ltd"
"540",307,386,1.67,"cavalier securities ltd","bhuvan tripura inds. ltd"
"541",307,1422,11.72,"n t vaishnav","bhuvan tripura inds. ltd"
"542",309,831,20,"hindalco industries ltd","bihar caustic chemicals ltd"
"543",309,1665,5,"pilani investment industries corporation ltd","bihar caustic chemicals ltd"
"544",310,77,23.33,"amalgamations pvt ltd","bimetal bearings ltd"
"545",310,887,33.26,"india pistons ltd","bimetal bearings ltd"
"546",310,2197,9.71,"simpson company ltd","bimetal bearings ltd"
"547",312,373,1.91,"cactus software pvt ltd","biofil chemicals pharmaceuticals ltd"
"548",312,1142,3.63,"ksl industries ltd","biofil chemicals pharmaceuticals ltd"
"549",312,1353,2.75,"microse fund management pvt ltd","biofil chemicals pharmaceuticals ltd"
"550",312,1654,1.5,"pentium infotech ltd","biofil chemicals pharmaceuticals ltd"
"551",312,2411,9.21,"systematix corporate services ltd","biofil chemicals pharmaceuticals ltd"
"552",313,581,3.86,"enam financial consultants pvt ltd","biopac india corpn. ltd"
"553",313,1398,1.48,"mukesh babu financial services ltd","biopac india corpn. ltd"
"554",313,1854,9,"reema business services pvt ltd","biopac india corpn. ltd"
"555",316,201,7.81,"august agents ltd","birla corporation ltd"
"556",316,256,1.19,"baroda agents trading company ltd","birla corporation ltd"
"557",316,551,4.36,"eastern india educational institution","birla corporation ltd"
"558",316,774,2.31,"gwalior webbing company ltd","birla corporation ltd"
"559",316,842,8.96,"hindustan medical institution","birla corporation ltd"
"560",316,923,7.8,"insilco agents ltd","birla corporation ltd"
"561",316,1171,7.78,"laneseda agents ltd","birla corporation ltd"
"562",316,1333,1.91,"mazbat tea estate ltd","birla corporation ltd"
"563",316,1751,5.87,"punjab produce trading company ltd","birla corporation ltd"
"564",316,1752,4.37,"punjab produce holdings ltd","birla corporation ltd"
"565",316,2648,8.29,"vindhya telelinks ltd","birla corporation ltd"
"566",321,314,4.13,"birla bombay pvt ltd","birla kennametal ltd"
"567",321,320,24.65,"birla international pvt ltd","birla kennametal ltd"
"568",321,2127,12.19,"shearson investment trading company pvt ltd","birla kennametal ltd"
"569",322,314,5.82,"birla bombay pvt ltd","birla power solutions ltd"
"570",322,320,1.93,"birla international pvt ltd","birla power solutions ltd"
"571",322,718,9.16,"godavari corporation ltd","birla power solutions ltd"
"572",323,317,2.23,"birla eastern ltd","birla v x l ltd"
"573",323,762,9.49,"gujarat state investment ltd","birla v x l ltd"
"574",323,975,9.03,"janadhan trading company ltd","birla v x l ltd"
"575",323,1412,16.21,"mysore cements ltd","birla v x l ltd"
"576",323,2332,3.29,"sukriti education society","birla v x l ltd"
"577",329,63,4.79,"alcon finance investments ltd","blow plast ltd"
"578",329,508,47.26,"dgp securities ltd","blow plast ltd"
"579",329,509,3.69,"dgp windsor india ltd","blow plast ltd"
"580",329,2616,14.86,"vibhuti investment company ltd","blow plast ltd"
"581",329,2713,3.69,"windsor machines ltd","blow plast ltd"
"582",331,25,2.51,"accord tracon pvt ltd","blue chip india ltd"
"583",331,67,2.6,"alkon trading pvt ltd","blue chip india ltd"
"584",331,82,3.8,"aminex projects pvt ltd","blue chip india ltd"
"585",331,85,6.75,"amluckie investment company ltd","blue chip india ltd"
"586",331,148,2.17,"arihant ltd","blue chip india ltd"
"587",331,279,3.29,"bhairav tradelink ltd","blue chip india ltd"
"588",331,308,1.41,"bicharsil traders pvt ltd","blue chip india ltd"
"589",331,385,3.27,"casecade dealcom pvt ltd","blue chip india ltd"
"590",331,392,2.45,"celeste merchandise pvt ltd","blue chip india ltd"
"591",331,489,1.03,"deepmala dealers pvt ltd","blue chip india ltd"
"592",331,516,2.41,"dhansafal vyapaar pvt ltd","blue chip india ltd"
"593",331,771,1.98,"gurupath merchandise ltd","blue chip india ltd"
"594",331,811,2.03,"herald commerce ltd","blue chip india ltd"
"595",331,998,1.12,"jeet vanijya ltd","blue chip india ltd"
"596",331,1480,1.11,"navltex marketing pvt ltd","blue chip india ltd"
"597",331,1497,1.67,"network power pvt ltd","blue chip india ltd"
"598",331,1881,1.42,"ricon tie- up pvt ltd","blue chip india ltd"
"599",331,1965,1.78,"sabera tradelink pvt ltd","blue chip india ltd"
"600",331,2188,6.08,"silicon valley infotech ltd","blue chip india ltd"
"601",331,2524,1.92,"twenty first century india ltd","blue chip india ltd"
"602",331,2534,1.36,"udgam commercial pvt ltd","blue chip india ltd"
"603",334,34,2.45,"admo holding pvt ltd","blue star infotech ltd"
"604",334,181,4.3,"ashok mohan advani","blue star infotech ltd"
"605",334,183,1.03,"ashok sunil company pvt ltd","blue star infotech ltd"
"606",334,335,29.26,"blue star ltd","blue star infotech ltd"
"607",334,1374,2.02,"mohan t advani finance pvt ltd","blue star infotech ltd"
"608",334,1461,1.57,"nargis suneel advani","blue star infotech ltd"
"609",334,2350,3.07,"suneel mohan advani","blue star infotech ltd"
"610",335,34,3.61,"admo holding pvt ltd","blue star ltd"
"611",335,181,8.5,"ashok mohan advani","blue star ltd"
"612",335,183,1.52,"ashok sunil company pvt ltd","blue star ltd"
"613",335,483,1.5,"darnolly investments ltd","blue star ltd"
"614",335,1374,2.98,"mohan t advani finance pvt ltd","blue star ltd"
"615",335,1461,2.32,"nargis suneel advani","blue star ltd"
"616",335,1838,2.17,"ranford investments ltd","blue star ltd"
"617",335,2246,7.57,"south india corporation agencies ltd","blue star ltd"
"618",335,2247,2.38,"south india house investments ltd","blue star ltd"
"619",335,2341,1.24,"sunaina s advani","blue star ltd"
"620",335,2349,1.13,"suneel m advani","blue star ltd"
"621",335,2350,4.53,"suneel mohan advani","blue star ltd"
"622",335,2352,1.88,"suneeta nanik vaswani","blue star ltd"
"623",335,2426,2.75,"tac investment finance ( madras) ltd","blue star ltd"
"624",335,2433,10.04,"tamilnadu industrial development corporation ltd","blue star ltd"
"625",335,2657,1.31,"vir s advani","blue star ltd"
"626",342,143,18.69,"archway investment company ltd","bombay burmah trdg. corpn. ltd"
"627",342,479,6.36,"damascus investment trading company ltd","bombay burmah trdg. corpn. ltd"
"628",342,704,3.54,"gherzi eastern investment ltd","bombay burmah trdg. corpn. ltd"
"629",342,980,7.89,"jasper investments ltd","bombay burmah trdg. corpn. ltd"
"630",342,1000,3.2,"jehreen investments ltd","bombay burmah trdg. corpn. ltd"
"631",342,1200,3.22,"lochness investments ltd","bombay burmah trdg. corpn. ltd"
"632",342,1426,2.6,"n w exports ltd","bombay burmah trdg. corpn. ltd"
"633",342,1453,6.03,"naperol investments ltd","bombay burmah trdg. corpn. ltd"
"634",342,1469,1.79,"national peroxide ltd","bombay burmah trdg. corpn. ltd"
"635",342,1540,3.28,"nowrosjee wadia sons ltd","bombay burmah trdg. corpn. ltd"
"636",344,342,4.42,"bombay burmah trdg. corpn. ltd","bombay dyeing mfg. co. ltd"
"637",344,776,4.45,"gyan traders ltd","bombay dyeing mfg. co. ltd"
"638",344,1000,3.96,"jehreen investments ltd","bombay dyeing mfg. co. ltd"
"639",344,1200,4.14,"lochness investments ltd","bombay dyeing mfg. co. ltd"
"640",344,1540,6.23,"nowrosjee wadia sons ltd","bombay dyeing mfg. co. ltd"
"641",346,518,38.62,"dharamsi morarji chemical co. ltd","borax morarji ltd"
"642",346,857,1.36,"housing development finance corporation ltd","borax morarji ltd"
"643",346,1180,4.85,"laxmikumar narottam goculdas","borax morarji ltd"
"644",346,1228,1.18,"maanraj trading pvt ltd","borax morarji ltd"
"645",346,1662,1.38,"phoenix distributors pvt ltd","borax morarji ltd"
"646",346,1837,5.82,"ranchoddas mathradas goculdas","borax morarji ltd"
"647",347,653,4.99,"forge investment ltd","bosch chassis systems india ltd"
"648",347,1055,4.91,"kalyani steels ltd","bosch chassis systems india ltd"
"649",347,1056,14.69,"kalyani utilities development pvt ltd","bosch chassis systems india ltd"
"650",347,1402,2.08,"mundhwa investment ltd","bosch chassis systems india ltd"
"651",347,1566,3.15,"optimates finvest pvt ltd","bosch chassis systems india ltd"
